"age_first_marriage","marital_status","area","region","education_level","health_insurance","ethnicity","wealth_index","current_contraceptive_use","awareness_hiv_aids","access_to_media"
15,1,2,4,2,0,NA,1,1,1,1
21,1,2,4,3,1,NA,1,0,1,1
16,1,2,4,0,1,NA,1,1,0,1
25,1,2,4,5,1,NA,1,0,1,1
25,1,2,4,5,1,1,2,1,1,1
16,2,2,4,1,1,2,1,0,1,1
20,1,2,4,2,1,1,1,1,0,1
18,1,2,4,3,1,2,1,0,1,1
18,1,2,4,0,1,2,1,1,0,1
23,1,2,4,5,1,2,2,1,0,1
22,1,2,4,2,1,2,1,NA,1,1
21,1,2,4,5,1,2,1,1,1,1
18,1,2,4,NA,NA,2,NA,NA,NA,NA
18,1,2,4,1,1,2,1,1,0,1
17,1,2,4,2,1,2,1,1,0,1
15,2,2,4,2,1,2,1,1,0,1
23,1,2,4,1,1,2,1,1,1,1
20,1,2,4,NA,NA,NA,NA,NA,NA,NA
21,1,2,4,2,0,2,1,1,1,1
20,1,2,4,0,0,4,1,1,0,1
NA,3,2,4,0,0,NA,2,0,1,1
17,1,2,4,1,1,2,1,1,1,0
14,1,2,4,0,0,4,1,1,0,1
17,2,2,4,0,0,4,1,0,0,0
15,1,2,4,0,1,4,1,0,0,1
20,1,2,4,NA,NA,4,NA,NA,NA,NA
18,1,2,4,1,1,2,1,1,0,0
20,1,2,4,0,1,NA,1,1,1,0
13,1,2,4,0,1,NA,1,1,1,0
13,1,2,4,NA,NA,4,NA,NA,NA,NA
13,1,2,4,1,1,4,1,NA,0,0
13,1,2,4,NA,NA,4,NA,NA,NA,NA
13,1,2,4,0,1,4,1,0,0,0
17,1,2,4,2,1,NA,1,1,1,1
21,1,2,4,3,1,1,2,1,1,1
25,1,2,4,3,1,1,3,1,1,1
NA,3,2,4,3,1,1,3,0,1,1
20,1,2,4,5,1,1,3,1,1,1
20,1,2,4,1,1,1,2,1,1,1
27,1,2,4,5,1,1,3,1,1,1
19,1,2,4,2,1,1,3,0,0,1
28,1,2,4,5,1,1,2,1,1,1
24,1,2,4,2,1,1,1,1,1,1
NA,3,2,4,3,1,1,1,0,1,1
20,2,2,4,5,1,1,2,0,1,1
20,1,2,4,2,1,1,1,1,0,1
NA,3,2,4,3,1,1,1,0,1,1
19,1,2,4,2,1,1,2,1,1,1
NA,3,2,4,3,1,1,2,0,1,1
20,1,2,4,3,1,1,2,0,1,1
39,1,2,4,4,1,1,2,1,1,1
NA,3,2,4,3,1,1,2,0,1,1
NA,3,2,4,3,1,1,2,0,1,1
19,1,2,4,3,0,1,1,0,1,1
16,1,2,4,2,1,NA,1,1,1,1
21,1,2,4,3,0,NA,1,0,1,1
38,1,2,4,NA,NA,NA,NA,NA,NA,NA
17,1,2,4,1,0,NA,1,1,0,0
19,2,2,4,3,1,NA,1,0,0,1
14,1,2,4,3,1,NA,1,0,1,1
19,2,2,4,2,0,1,1,0,1,1
17,1,2,4,0,0,NA,1,1,1,0
NA,3,2,4,3,0,NA,1,0,1,1
21,1,2,4,3,0,1,1,1,1,1
22,1,2,4,3,0,NA,1,1,1,1
19,1,2,4,3,0,NA,1,1,0,0
20,2,2,4,2,0,NA,1,0,0,1
18,1,2,4,0,1,NA,1,0,0,1
22,1,2,4,2,1,NA,1,1,0,1
18,1,2,4,3,0,NA,1,1,0,1
19,1,2,4,3,0,NA,1,1,0,0
19,1,2,4,3,0,NA,1,NA,1,1
38,1,2,4,0,0,NA,1,1,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,1,2,4,3,0,NA,1,1,1,1
20,1,2,4,3,1,NA,1,1,1,1
21,1,2,4,3,1,NA,1,1,1,1
22,1,2,4,0,0,NA,1,1,0,0
25,1,2,4,4,1,1,2,1,1,1
16,1,2,4,2,1,1,1,1,1,1
18,1,2,4,1,0,1,3,1,1,1
19,1,2,4,1,1,1,2,1,0,0
20,1,2,4,3,1,1,2,1,0,1
24,1,2,4,1,0,1,2,1,1,1
19,1,2,4,1,0,1,2,1,1,1
20,1,2,4,2,0,1,1,0,1,0
33,1,2,4,2,0,1,1,1,1,1
NA,3,2,4,3,1,NA,1,0,1,1
19,1,2,4,3,1,NA,1,NA,1,1
18,1,2,4,0,1,NA,1,0,1,0
15,1,2,4,2,1,NA,1,1,0,1
25,1,2,4,3,1,NA,1,1,1,1
16,1,2,4,2,1,NA,1,1,0,1
20,1,2,4,3,1,NA,1,0,1,1
22,1,2,4,3,1,NA,1,1,1,1
19,1,2,4,3,1,NA,1,1,1,1
17,1,2,4,3,1,NA,1,0,1,1
17,1,2,4,0,1,NA,1,1,0,0
17,1,2,4,3,1,NA,1,1,0,1
19,1,2,4,0,1,NA,1,1,0,1
19,1,2,4,0,1,NA,1,1,0,0
17,1,2,4,2,1,NA,1,1,0,1
19,1,2,4,0,1,NA,1,0,0,0
19,1,2,4,3,1,NA,1,1,1,1
23,1,2,4,5,1,NA,3,1,1,1
NA,3,2,4,3,1,NA,1,0,1,1
NA,3,2,4,3,1,NA,1,0,1,1
17,1,2,4,0,1,NA,1,0,0,0
23,1,2,4,0,1,NA,1,1,0,1
21,1,2,4,2,1,2,2,1,1,0
17,1,2,4,1,1,2,1,0,0,1
16,1,2,4,1,1,2,1,0,0,0
19,1,2,4,1,1,2,2,1,1,1
18,1,2,4,1,1,1,1,1,1,1
19,1,2,4,1,1,2,1,1,1,1
20,1,2,4,1,1,1,1,1,1,1
NA,3,2,4,2,1,1,1,0,1,1
19,1,2,4,2,0,1,1,1,1,1
23,1,1,4,2,1,1,2,0,1,1
19,1,1,4,3,1,1,1,1,1,1
22,1,1,4,3,1,1,1,1,1,1
27,1,1,4,2,1,1,1,1,1,1
18,1,1,4,3,1,1,2,0,1,1
18,1,1,4,1,0,1,1,0,0,1
23,1,1,4,NA,NA,1,NA,NA,NA,NA
26,1,1,4,4,1,1,3,1,1,1
18,1,1,4,2,1,1,1,1,1,1
22,1,1,4,3,1,1,2,1,1,1
NA,3,1,4,3,1,1,2,0,1,1
18,1,2,4,1,1,1,1,1,1,1
17,1,2,4,3,1,1,2,1,1,1
20,1,2,4,4,1,1,3,1,1,1
19,1,2,4,2,1,1,2,1,1,1
NA,3,2,4,3,1,1,2,0,1,1
20,1,2,4,3,1,1,2,1,1,1
20,1,2,4,4,1,1,4,1,1,1
17,1,2,4,2,1,1,2,1,1,1
NA,3,2,4,3,1,1,2,0,1,1
20,1,2,4,3,1,1,2,0,1,1
19,1,2,4,3,1,1,2,1,1,1
20,1,2,4,NA,NA,1,NA,NA,NA,NA
24,1,2,4,2,1,1,1,1,0,1
19,1,2,4,2,1,1,1,1,1,1
15,1,2,4,1,1,4,1,0,1,0
14,1,2,4,0,1,4,1,1,0,0
20,1,2,4,0,0,4,1,1,0,0
18,1,2,4,1,1,4,1,1,0,0
12,1,2,4,2,1,4,1,1,1,0
16,1,2,4,1,1,4,1,1,1,1
22,1,2,4,0,1,4,1,0,1,0
NA,3,2,4,3,1,4,1,0,1,1
19,1,2,4,0,0,4,1,1,0,1
20,1,2,4,1,1,4,1,1,0,0
19,1,2,4,0,1,4,1,1,1,1
19,1,2,4,1,0,4,1,1,1,1
20,1,2,4,NA,NA,4,NA,NA,NA,NA
20,1,2,4,1,1,4,1,0,0,1
20,1,2,4,0,0,4,1,1,1,1
18,1,2,4,0,1,4,1,1,0,0
14,1,2,4,2,1,4,1,0,0,1
15,1,2,4,2,1,4,1,0,1,1
15,1,2,4,0,0,4,1,1,0,0
12,1,2,4,0,1,4,1,1,0,0
23,1,2,4,3,1,1,2,1,1,1
23,1,2,4,1,1,1,1,1,1,1
34,1,2,4,2,1,1,1,0,0,1
20,1,2,4,3,1,1,2,0,1,1
19,1,2,4,1,1,1,1,1,1,1
17,1,2,4,3,1,1,2,1,1,1
15,1,2,4,0,1,1,2,1,1,1
15,1,2,4,NA,NA,1,NA,NA,NA,NA
NA,3,2,4,3,1,1,1,0,1,1
19,1,2,4,3,1,1,1,1,1,1
19,1,2,4,1,1,1,2,1,1,1
23,1,2,4,2,1,1,1,1,1,1
20,1,2,4,4,0,1,2,1,1,1
27,1,2,4,1,1,NA,1,1,1,1
23,1,2,4,3,1,NA,1,1,1,1
NA,3,2,4,3,1,NA,1,0,1,1
22,1,2,4,1,1,NA,1,1,0,0
18,1,2,4,2,0,NA,1,1,1,1
21,1,2,4,0,1,NA,1,1,1,0
NA,3,2,4,NA,NA,NA,NA,NA,NA,NA
17,1,2,4,3,1,NA,1,NA,1,1
16,1,2,4,1,1,NA,1,1,0,0
NA,3,2,4,3,1,NA,1,0,1,1
18,1,2,4,0,1,NA,1,1,0,1
17,1,2,4,3,1,NA,1,1,1,1
22,1,2,4,2,1,NA,1,1,1,1
17,1,2,4,1,1,NA,1,1,1,1
18,1,2,4,3,1,NA,1,0,1,1
20,1,2,4,0,0,NA,1,0,1,0
17,2,2,4,1,1,NA,1,0,1,1
16,1,2,4,2,1,NA,1,NA,1,1
NA,3,2,4,NA,NA,NA,NA,NA,NA,NA
19,2,2,4,1,1,NA,1,0,1,0
NA,3,2,4,3,1,NA,1,0,1,1
27,1,2,4,5,1,NA,1,0,1,1
23,1,2,4,3,0,NA,3,1,1,1
24,1,2,4,0,0,NA,1,1,1,0
21,1,2,4,3,1,NA,1,1,1,1
NA,3,2,4,3,0,NA,1,0,1,1
15,1,2,4,0,0,NA,1,1,1,1
16,1,2,4,1,0,NA,1,1,1,1
22,1,2,4,3,0,NA,1,1,1,1
17,1,2,4,3,0,NA,1,0,1,1
NA,3,2,4,3,0,NA,1,0,1,1
NA,3,2,4,2,0,NA,1,0,0,1
19,1,2,4,3,1,1,2,1,0,1
25,1,2,4,4,1,1,1,1,0,1
25,1,2,4,5,1,1,5,0,1,1
30,2,2,4,NA,NA,1,NA,NA,NA,NA
25,1,2,4,2,1,1,2,1,1,1
19,1,2,4,3,1,1,4,1,0,1
NA,3,2,4,5,1,1,4,0,0,1
30,2,2,4,3,1,1,3,0,1,1
22,1,2,4,4,1,1,5,1,1,1
21,1,2,4,5,1,1,4,1,1,1
17,1,2,4,1,0,2,3,1,1,1
17,1,2,4,NA,NA,2,NA,NA,NA,NA
35,1,2,4,1,1,1,2,0,1,1
19,1,2,4,2,1,1,3,1,1,1
31,1,2,4,4,1,1,3,1,1,1
24,1,2,4,3,1,1,4,1,1,1
NA,3,2,4,3,0,1,4,0,1,1
17,1,2,4,2,1,1,2,0,1,1
21,1,2,4,NA,NA,1,NA,NA,NA,NA
18,1,2,4,2,0,1,2,1,1,1
21,1,2,4,2,0,1,1,1,1,1
25,1,2,4,4,1,1,3,1,1,1
17,1,2,4,2,1,1,3,NA,1,1
19,1,2,4,2,1,1,1,0,1,1
NA,3,2,4,3,1,1,1,0,1,1
23,1,2,4,3,1,1,3,0,1,1
NA,3,2,4,3,1,1,3,0,1,1
25,1,2,4,5,1,1,2,0,1,1
25,1,2,4,0,1,1,2,1,1,1
18,1,2,4,1,1,1,1,NA,1,1
21,1,2,4,2,1,1,2,1,1,1
17,1,2,4,3,1,1,4,1,1,1
21,1,2,4,3,1,1,1,1,1,1
24,1,2,4,5,1,1,4,0,1,1
33,1,2,4,1,1,NA,1,NA,1,0
NA,3,2,4,0,1,NA,1,0,0,0
28,1,2,4,1,1,NA,1,1,0,0
23,1,2,4,1,1,NA,1,1,0,0
17,1,2,4,3,1,NA,1,1,0,0
17,1,2,4,3,1,1,5,1,1,1
22,2,2,4,0,1,NA,1,0,1,0
24,1,2,4,1,1,NA,1,1,1,0
15,1,2,4,2,0,NA,1,NA,1,0
20,1,2,4,NA,NA,NA,NA,NA,NA,NA
16,1,2,4,1,1,NA,2,0,1,1
17,1,2,4,2,1,NA,1,0,1,1
20,1,2,4,2,1,NA,1,0,1,1
NA,3,2,4,2,1,NA,1,0,0,0
20,1,2,4,5,1,NA,1,1,1,1
19,1,2,4,2,1,NA,1,1,1,1
27,1,2,4,1,0,NA,1,1,1,0
42,1,2,4,2,0,1,2,1,1,1
18,1,2,4,2,0,1,2,0,1,1
22,1,2,4,5,1,1,2,1,1,1
NA,3,2,4,NA,NA,1,NA,NA,NA,NA
14,1,2,4,3,0,1,3,1,0,1
NA,3,2,4,2,1,1,3,0,0,0
22,1,2,4,2,1,1,4,0,0,1
21,1,2,4,2,1,1,2,1,1,1
21,1,2,4,2,1,1,3,1,1,1
NA,3,2,4,3,1,1,3,0,1,1
24,2,2,4,1,0,1,3,0,1,1
19,1,2,4,2,1,1,3,1,1,1
NA,3,2,4,3,1,1,3,0,1,1
29,1,2,4,0,0,NA,1,1,0,1
15,1,2,4,0,1,NA,1,1,1,1
20,1,2,4,1,1,NA,1,1,1,1
20,1,2,4,3,1,NA,1,1,1,1
17,1,2,4,2,1,NA,1,1,1,1
19,1,2,4,0,1,NA,1,0,0,1
15,1,2,4,1,0,NA,1,1,0,0
20,1,2,4,0,1,NA,1,1,0,1
NA,3,2,4,3,1,NA,1,0,0,0
NA,3,2,4,3,1,NA,1,0,1,0
19,1,2,4,0,1,NA,1,1,0,0
NA,3,2,4,1,1,NA,1,0,0,0
NA,3,2,4,2,1,NA,1,0,0,1
26,1,2,4,2,1,NA,1,1,1,1
19,1,2,4,0,1,NA,1,1,0,0
18,1,2,4,2,1,NA,1,1,1,1
20,1,2,4,NA,NA,NA,NA,NA,NA,NA
26,1,1,4,1,1,1,2,1,1,0
21,1,1,4,2,1,1,4,1,1,1
22,1,1,4,2,1,1,2,1,1,1
20,1,1,4,3,1,1,3,1,1,1
22,1,1,4,2,0,1,3,1,1,1
21,1,1,4,2,0,2,2,1,1,1
26,1,1,4,4,1,1,4,1,1,1
18,1,1,4,2,0,1,2,0,1,1
17,1,1,4,2,1,1,5,1,1,1
23,1,1,4,4,0,1,2,1,1,1
23,1,1,4,5,1,1,4,1,1,1
19,2,1,4,3,0,1,3,0,1,1
NA,3,2,4,2,1,1,3,0,1,1
22,1,2,4,4,1,1,2,1,1,1
27,1,2,4,2,1,1,1,1,1,1
23,1,2,4,3,1,1,2,1,1,1
22,1,2,4,1,1,1,4,1,1,1
25,1,2,4,1,1,1,1,1,1,1
19,1,2,4,1,0,1,1,1,1,1
22,1,2,4,2,1,1,4,1,1,1
18,1,2,4,1,1,1,2,1,1,1
NA,3,2,4,3,1,1,2,0,1,1
19,1,2,4,4,0,1,5,1,1,1
16,1,2,4,1,1,1,1,1,1,1
NA,3,2,4,3,1,1,1,0,1,1
26,1,2,4,5,1,1,2,0,1,1
15,1,2,4,2,1,4,1,1,0,1
24,1,2,4,0,1,4,1,1,1,1
23,1,2,4,3,1,4,1,0,1,1
10,1,2,4,1,1,4,1,1,1,1
15,1,2,4,0,1,4,1,1,0,1
24,1,2,4,0,1,4,1,0,0,1
15,1,2,4,0,0,4,1,0,0,0
24,1,2,4,NA,NA,4,NA,NA,NA,NA
18,1,2,4,0,1,4,1,1,0,0
13,1,2,4,0,1,4,1,0,0,1
15,1,2,4,2,1,4,1,1,1,0
16,1,2,4,0,0,4,1,1,0,1
15,1,2,4,2,1,4,1,0,1,1
32,1,2,4,2,1,1,1,0,1,1
18,1,2,4,0,1,4,1,1,1,1
13,1,2,4,1,1,4,1,1,0,1
21,1,2,4,2,1,1,3,1,1,1
31,1,2,4,5,1,1,5,0,1,1
25,1,2,4,3,1,1,4,1,1,1
27,1,2,4,3,1,1,4,1,1,1
25,1,2,4,2,1,1,5,1,1,1
17,1,2,4,2,1,1,5,1,1,1
25,1,2,4,5,1,1,4,1,1,1
26,1,2,4,5,1,1,4,NA,1,1
27,1,2,4,3,1,1,2,0,1,1
18,1,2,4,3,1,1,2,1,1,1
NA,3,2,4,3,0,1,3,0,1,1
17,1,2,4,2,1,1,3,1,1,1
17,1,2,4,2,1,1,4,1,1,1
18,1,2,4,2,1,1,3,1,1,1
31,1,2,4,2,1,1,1,1,1,1
23,1,2,4,2,0,1,1,1,1,1
20,1,2,4,1,1,1,4,1,1,1
19,1,2,4,1,1,1,2,1,1,1
19,2,2,4,NA,NA,1,NA,NA,NA,NA
19,2,2,4,2,1,1,4,1,1,1
NA,3,2,4,3,1,1,4,1,1,1
19,1,2,4,3,0,1,1,1,1,1
18,1,2,4,2,1,1,4,1,1,1
NA,3,2,4,NA,NA,1,NA,NA,NA,NA
16,1,2,4,2,1,1,2,1,1,1
NA,3,2,4,3,1,1,2,0,1,1
NA,3,2,4,3,1,1,2,0,1,1
24,1,2,4,1,1,1,2,1,1,1
24,1,2,4,3,0,1,2,1,1,1
18,1,2,4,2,1,1,3,0,1,1
18,1,2,4,2,1,1,1,1,1,1
23,1,2,4,2,0,1,1,1,1,1
18,1,2,4,2,1,1,5,1,1,1
20,1,2,4,1,1,1,1,1,1,1
28,1,2,4,5,1,1,3,1,1,1
24,1,2,4,2,1,1,3,1,1,1
24,1,2,4,2,1,1,2,1,1,1
20,1,2,4,2,1,1,2,1,1,1
17,1,2,4,3,1,1,3,1,1,1
16,1,2,4,1,0,1,3,1,1,1
20,1,2,4,2,1,1,4,1,1,1
20,1,2,4,2,0,1,3,0,1,1
17,1,2,4,2,1,1,4,1,1,1
NA,3,2,4,3,1,1,4,0,1,1
23,1,2,4,5,1,1,2,0,1,1
29,1,2,4,2,1,1,5,1,1,1
17,1,2,4,2,1,1,3,1,1,1
20,1,2,4,1,0,1,3,1,0,0
18,1,2,4,1,1,1,4,1,1,1
18,2,2,4,3,1,1,4,0,1,1
24,1,2,4,2,1,1,3,1,1,1
23,1,2,4,2,1,1,3,1,1,1
26,1,2,4,1,1,1,2,1,1,1
18,1,2,4,2,0,1,1,0,1,1
20,1,2,4,2,1,1,2,1,1,1
24,2,2,4,5,1,1,2,0,1,1
26,1,2,4,2,1,1,3,1,1,0
22,1,2,4,2,1,1,3,1,1,1
24,1,2,4,2,1,1,3,1,1,1
17,1,2,4,2,0,1,3,1,1,1
18,1,2,4,0,0,1,1,1,0,1
26,1,1,4,4,1,1,5,1,1,1
26,2,1,4,1,1,1,4,0,1,1
NA,3,1,4,5,1,1,4,0,1,1
19,1,1,4,1,1,1,4,0,1,1
NA,3,1,4,5,1,1,4,0,1,1
NA,3,1,4,2,1,1,4,0,1,1
23,1,1,4,1,0,1,3,1,0,1
18,2,1,4,2,0,1,3,1,1,1
25,1,1,4,4,1,1,3,NA,1,1
25,1,1,4,5,0,1,5,1,1,1
25,1,1,4,NA,NA,1,NA,NA,NA,NA
25,1,1,4,5,1,1,4,1,1,1
26,2,1,4,2,0,1,2,0,1,1
NA,3,1,4,5,1,1,2,0,1,1
22,1,1,4,5,1,1,4,0,1,1
24,1,1,4,5,0,1,4,1,1,1
25,1,1,4,5,1,1,5,0,1,1
30,1,1,4,5,1,1,5,0,1,1
29,1,1,4,4,0,1,4,1,1,1
24,1,1,4,5,1,1,4,1,1,1
24,1,1,4,5,1,1,5,0,1,1
NA,3,1,4,3,1,1,5,0,1,1
21,2,1,4,5,1,1,5,1,1,1
NA,3,1,4,5,0,1,3,1,1,1
NA,3,1,4,5,1,1,4,0,1,1
22,1,1,4,1,0,1,3,0,1,1
20,1,1,4,5,1,1,4,1,1,1
22,1,1,4,5,1,1,5,1,1,1
21,2,1,4,3,0,1,4,0,1,1
19,1,1,4,3,1,1,3,1,1,1
NA,3,1,4,4,1,1,3,0,1,1
17,1,1,4,5,1,1,5,1,1,1
24,1,1,4,5,1,1,5,1,1,1
23,1,1,4,NA,NA,1,NA,NA,NA,NA
26,1,1,4,5,1,1,5,1,1,1
22,1,1,4,2,1,1,4,0,1,1
24,1,1,4,5,1,1,4,1,1,1
23,1,1,4,NA,NA,1,NA,NA,NA,NA
24,1,1,4,5,1,1,5,1,1,1
25,1,1,4,2,1,1,3,0,1,1
NA,3,1,4,5,1,1,3,0,1,1
23,1,1,4,2,1,1,4,0,1,1
21,1,2,4,2,1,1,2,1,1,1
NA,3,2,4,3,1,1,2,0,1,1
19,1,2,4,2,1,1,4,1,1,1
NA,3,2,4,5,1,1,5,0,1,1
16,1,2,4,2,1,1,5,1,1,1
26,1,2,4,2,1,1,4,0,0,1
33,2,2,4,3,1,1,2,0,1,1
20,1,2,4,2,1,1,2,1,1,1
28,1,2,4,NA,NA,1,NA,NA,NA,NA
19,1,2,4,3,1,1,3,1,1,1
23,1,2,4,2,1,1,2,0,1,1
NA,3,2,4,3,1,1,2,0,1,1
19,1,2,4,5,1,1,4,1,1,1
24,1,2,4,3,0,1,4,1,1,1
20,1,2,4,2,1,1,1,1,1,1
20,2,2,4,3,1,1,3,0,1,1
17,1,2,4,2,1,1,3,1,1,1
21,1,2,4,5,1,1,3,NA,1,1
28,1,2,4,1,0,1,2,0,0,1
18,1,2,4,2,0,1,2,1,1,1
25,1,1,4,5,0,1,3,1,1,1
28,1,1,4,3,1,1,4,1,1,1
NA,3,1,4,3,0,1,4,0,1,1
25,1,1,4,2,0,1,4,0,1,1
NA,3,1,4,5,1,1,2,0,1,1
24,2,1,4,3,1,1,3,0,1,1
NA,3,1,4,2,1,1,3,0,1,1
NA,3,1,4,2,1,1,3,0,1,1
32,1,1,4,2,1,1,5,0,1,1
NA,3,1,4,5,1,1,5,0,1,1
NA,3,1,4,3,1,1,2,0,1,1
NA,3,1,4,5,1,1,2,0,1,1
18,1,1,4,2,0,1,4,1,1,1
18,1,1,4,2,1,1,3,0,1,1
18,1,1,4,NA,NA,1,NA,NA,NA,NA
21,1,1,4,2,1,1,3,1,1,1
20,1,2,4,3,1,NA,1,1,1,1
26,1,2,4,3,1,NA,1,1,1,0
15,2,2,4,2,1,NA,1,0,0,0
18,1,2,4,2,1,NA,1,1,0,0
NA,3,2,4,3,1,NA,1,0,1,1
NA,3,2,4,3,1,NA,1,0,1,1
22,1,2,4,5,1,NA,3,1,1,1
19,2,2,4,3,0,NA,1,1,0,1
17,1,2,4,2,0,NA,1,1,0,1
22,1,2,4,NA,NA,NA,NA,NA,NA,NA
18,1,2,4,3,1,NA,1,1,1,1
19,1,2,4,2,1,1,1,1,1,1
25,2,2,4,0,1,NA,1,0,0,0
NA,3,2,4,3,1,NA,1,0,0,1
15,1,2,4,2,1,NA,1,1,0,0
20,1,2,4,1,1,NA,1,1,0,0
22,1,2,4,0,1,NA,1,1,0,0
NA,3,2,4,2,1,NA,1,0,0,1
19,1,2,4,0,1,NA,1,0,0,0
NA,3,2,4,2,1,NA,1,0,0,1
19,1,2,4,2,1,NA,1,1,0,0
17,1,2,4,1,1,1,1,0,0,1
21,1,2,4,2,1,1,1,NA,1,1
20,2,2,4,2,1,1,1,0,1,1
17,1,2,4,0,1,4,1,1,0,1
23,1,2,4,0,1,4,1,1,0,0
NA,3,2,4,2,1,4,1,0,0,1
NA,3,2,4,2,1,4,1,0,0,1
15,1,2,4,0,1,4,1,1,0,1
15,1,2,4,0,1,4,1,0,0,0
16,1,2,4,1,1,4,1,0,0,1
17,1,2,4,1,0,4,1,1,0,1
19,1,2,4,1,1,4,1,1,0,1
19,1,2,4,0,1,4,1,0,0,1
18,1,2,4,1,1,4,1,0,0,1
18,1,2,4,2,0,1,1,1,1,1
16,1,2,4,0,0,4,1,1,0,1
19,1,2,4,3,1,1,2,1,1,1
19,1,2,4,2,1,1,1,1,0,1
19,1,2,4,2,0,1,1,1,0,1
19,1,2,4,0,1,4,1,1,0,0
20,1,2,4,1,0,1,2,1,1,1
18,1,2,4,2,0,1,1,1,1,1
17,1,2,4,2,1,2,1,1,1,1
NA,3,2,4,3,1,2,1,0,1,1
23,1,2,4,3,1,2,1,1,0,1
23,1,2,4,1,0,1,1,1,0,0
17,1,2,4,3,1,1,1,NA,1,1
NA,3,2,4,3,1,1,1,0,1,1
21,1,2,4,0,1,NA,1,0,0,0
23,1,2,4,5,1,1,4,0,1,1
17,2,2,4,0,1,NA,1,0,0,1
17,1,2,4,2,1,NA,1,0,1,1
16,1,2,4,1,0,1,3,1,0,1
18,1,2,4,1,1,NA,1,0,0,0
24,1,2,4,2,1,NA,1,0,0,0
20,1,2,4,2,1,NA,1,0,0,1
14,1,2,4,2,1,NA,1,1,0,1
21,1,2,4,0,1,NA,1,1,0,0
NA,3,2,4,2,1,NA,1,0,1,0
NA,3,2,4,2,1,NA,1,0,0,0
20,1,2,4,2,1,NA,1,NA,0,1
12,1,2,4,0,1,NA,1,0,0,1
NA,3,2,4,2,1,NA,1,0,0,1
18,1,2,4,1,0,1,2,1,0,1
20,1,2,4,3,0,1,2,1,1,1
22,2,1,4,1,1,1,2,0,1,1
31,1,1,4,5,1,1,3,1,1,1
26,1,1,4,3,1,1,3,1,1,1
32,1,1,4,1,0,1,2,1,1,1
23,1,1,4,2,1,1,3,1,1,1
23,1,1,4,2,0,1,3,1,1,1
23,2,1,4,2,1,1,2,0,1,1
21,1,1,4,2,1,1,2,1,1,1
NA,3,1,4,5,1,1,2,0,1,1
24,1,1,4,2,1,1,3,1,1,1
19,1,1,4,3,1,1,3,1,1,1
24,1,1,4,5,1,1,5,1,1,1
25,1,1,4,5,1,1,3,0,1,1
22,1,1,4,1,0,2,1,0,1,1
NA,3,2,4,3,0,1,5,0,1,1
26,1,2,4,3,1,1,5,0,1,1
20,1,2,4,4,1,1,3,NA,1,1
20,1,2,4,2,1,1,4,NA,1,1
17,1,2,4,2,0,1,4,1,1,1
NA,3,2,4,3,1,1,4,0,1,1
19,1,2,4,2,1,1,4,0,1,1
33,1,2,4,0,1,1,2,1,1,1
25,1,2,4,3,1,1,3,1,1,1
18,1,2,4,2,1,1,5,1,1,1
24,1,2,4,3,1,1,5,1,1,1
23,1,2,4,3,1,1,5,1,1,1
20,1,2,4,3,1,1,3,1,1,1
NA,3,2,4,3,1,1,3,0,1,1
17,1,2,4,3,1,1,5,NA,1,1
34,1,2,4,2,1,1,4,1,1,1
19,1,2,4,2,1,1,3,1,1,1
NA,3,2,4,3,1,1,3,0,1,1
22,1,2,4,3,1,1,5,0,1,1
23,1,2,4,2,1,1,5,0,1,1
28,1,2,4,2,0,1,1,0,1,1
27,1,2,4,5,1,1,1,1,1,1
17,1,2,4,2,0,1,2,1,1,1
27,1,2,4,2,1,1,4,1,1,1
24,1,2,4,2,1,1,5,1,1,1
NA,3,2,4,5,1,1,5,0,1,1
21,1,2,4,5,1,1,3,1,1,1
18,2,2,4,3,1,2,2,0,1,1
18,1,2,4,3,0,1,4,1,1,1
18,2,2,4,1,1,1,2,0,1,1
40,1,2,4,2,1,NA,1,0,1,1
13,1,2,4,2,1,NA,2,1,0,1
25,1,2,4,1,1,NA,1,1,0,1
17,1,2,4,2,1,NA,2,1,1,0
NA,3,2,4,3,1,NA,2,0,0,1
23,1,2,4,3,1,NA,1,1,1,1
29,1,2,4,5,1,NA,2,0,1,1
21,1,2,4,3,1,NA,1,1,1,1
19,1,2,4,2,1,NA,1,1,1,1
29,1,2,4,2,1,NA,1,0,0,1
30,1,2,4,2,1,NA,1,1,1,1
NA,3,2,4,2,1,NA,1,0,1,1
20,1,2,4,3,1,NA,1,1,1,1
19,1,2,4,2,1,NA,1,1,0,1
18,2,2,4,2,1,NA,1,0,0,1
18,1,2,4,3,1,NA,1,1,1,1
18,1,2,4,1,1,NA,1,1,1,0
NA,3,2,4,NA,NA,NA,NA,NA,NA,NA
NA,3,2,4,2,1,NA,1,0,0,1
30,1,1,4,5,1,1,3,1,1,1
35,2,1,4,2,0,2,2,0,0,1
18,1,1,4,2,0,1,3,1,1,1
22,1,1,4,5,1,1,4,1,1,1
26,1,1,4,5,1,1,4,1,1,1
NA,3,1,4,3,1,1,4,0,1,1
18,1,1,4,2,1,1,4,1,1,1
29,1,1,4,2,1,1,3,1,1,1
25,1,1,4,5,1,2,5,1,1,1
26,1,1,4,5,1,2,5,1,1,1
27,1,1,4,2,1,2,3,0,1,1
21,1,1,4,3,1,1,3,1,1,1
19,2,1,4,3,0,1,3,0,1,1
